"Year","Authors"
2015,"Lyon, A ; Silva, E ; Zystro, J ; Bell, M"
2010,"Dansi, A ; Adoukonou-Sagbadja, H ; Vodouhe, R"
2015,"Kolech, SA ; Halseth, D ; Jong, WD ; Perry, K ; Wolfe, D ; Tiruneh, FM ; Schulz, S"
2017,"Yokouchi, T ; Saito, K"
2002,"Matala, V ;"
2015,"Campanelli, G ; Acciarri, N ; Campion, B ; Delvecchio, S ; Leteo, F ; Fusari, F ; Angelini, P ; Ceccarelli, S."
2021,"Jogo, W ; Bocher, T ; Grant, F"
2017,"Kidane, Y.G. ; Mancini, C ; Mengistu, DK ; Frascaroli, E ; Fadda, C ; Pe, ME ; Dell'Acqua, M"
2005,"Ndjeunga, J ; Nelson, CH"
2007,"Felix, AD ; Roferos, LT ; Bandonill, E. ; Julian, BO"
2016,"Testen, AL ; Mamiro, DP ; Mtui, HD ; Nahson, J ; Mbega, ER ; Francis, DM ; Miller, SA"
2022,"Muhinyuza, JB ; Mukamuhirwa, A ; Mutimawurugo, MC ; Mazimpaka, JD ; Muhinyuza, JB ; Rios, ROO"
2022,"Alibu, S ; Obura, M ; Ekebu, J ; Nampamya, D ; Lamo, J ; Asea, G ; Park, TS"
2010,"Causse, M. ; Friguet, C ; Coiret, C ; Lepicier, M ; Navez, Brigitte ; Lee, M ; Holthuysen, N ; Sinesio, Fiorella ; Moneta, E ; Grandillo, S"
2017,"IOP ; Sembiring, A"
2020,"Adekambi, SA ; Okello, JJ ; Abidin, PE ; Carey, E"
2022,"Ganeme, A ; Barro-Kondombo-Barro, CP ; Raboin, LM ; Dusserre, J ; Kabore, R ; Adam, M ; Traore, S"
2018,"Sundari ; Roini, C"
2020,"IOP ; Muslimin ; Halil, W ; Dewayani, W"
2022,"Fritz, KR ; Dean, LL ; Hendrix, KW ; Andres, RJ ; Newman, CS ; Oakley, AT ; Clevenger, JP ; Dunne, JC"
2021,"Al Mahmud, A ; Hassan, MM ; Alam, MJ ; Molla, MSH ; Ali, M ; Mohanta, HC ; Alam, MS ; Islam, M. A. ; Talukder, MAH ; Ferdous, MZ ; Amin, MR ; Hossain, MF ; Anwar, MM ; Islam, MS ; Dessoky, ES ; Hossain, A"
2022,"De Santis, G ; Ponzini, D ; Stentella, R ; Gaifami, T ; Bussi, B ; Caimo-Duc, R ; Stocchi, U ; Cuneo, M ; Paravicini, M ; Bocci, R ; Petitti, M ; Ceccarelli, S."
2022,"Adejumobi, II ; Agre, AP ; Onautshu, DO ; Adheka, JG ; Bambanota, MG ; Monzenga, JCL ; Komoy, JL ; Cipriano, IM"
2004,"Khanal, N ; Harris, D ; Sherpa, LT ; Giri, RK ; Joshi, K. D."
2018,"Asfaw, A ; Woldegiorgis, G ; Kolech, SA ; Mulugeta, G ; Mulugeta, D ; Ngugi, A ; Burgos, G ; Zum Felde, t. ; Bonierbale, M"
2019,"Bairagi, S ; Mohanty, S ; Custodio, MC"
2013,"Rocha, MD ; Deliza, R ; Correa, FM ; do Carmo, MGF ; Abboud, ACS"
2016,"Cliff, MA ; Stanich, K ; Lu, R ; Hampson, CR"
2018,"Ibrahim, AR ; Dansi, A ; Salifou, M ; Ousmane, A ; Alzouma, A ; Alou, W"
2021,"Lamessa, K ;"
2022,"Marenya, P ; Wanyama, R ; Alemu, S ; Woyengo, V"
2019,"Mogga, M ; Sibiya, J ; Shimelis, H ; Lamo, J ; Ochanda, N"
2014,"De Groote, H ; Chege, CK ; Tomlins, Keith ; Gunaratna, NS"
2019,"Kumara, A.Y. ; Ajeigbe, H. A. ; Ndaghu, N ; Kamsang, L ; Ademulegun, T ; Solomon, R"
2017,"Agre, AP ; Bhattacharjee, R ; Dansi, A ; Lopez-Lavalle, LAB ; Dansi, M ; Sanni, A"
1999,"Dahl, BL ; Wilson, WW"
2021,"Britwum, K ; Demont, M"
2013,"Rana, Rajesh K. ; Sharma, N ; Arya, S ; Singh, B. P. ; Kadian, M. S. ; Chaturvedi, R ; Pandey, S.."
2015,"Fla State Hort Soc ; Olmstead, MA ; Gilbert, JL ; Colquhoun, TA ; Clark, DG ; Kluson, R ; Moskowitz, HR"
2014,"Chentoufi, L ; Sahri, A ; Arbaoui, M ; Belqadi, L ; Birouk, A ; Roumet, P ; Muller, M"
2020,"Del Carmen, DR ; Esguerra, EB ; Gerance, AA"
2020,"Klasener, GR ; Ribeiro, ND ; Casagrande, CR ; Arns, FD"
2007,"Stevens, MD ; Lea-Cox, JD ; Black, BL ; Abbott, JA"
2004,"Dalton, TJ ;"
2020,"Lewers, KS ; Newell, MJ ; Park, E ; Luo, YG"
2017,"Barlagne, C ; Cornet, D ; Blazy, JM ; Diman, JL ; Ozier-Lafontaine, H"
2016,"Akintunde, OO ; Obayelu, OA"
2019,"Sardar, AS ; Modak, S ; Das, L ; Pal, PK ; Nain, MS ; Panda, S ; Mandal, S"
2014,"Corollaro, ML ; Gasperi, F ; Grappadelli, LC"
2011,"Bishaw, Z ; Struik, PC ; van Gastel, AJG"
2008,"Aw-Hassan, A ; Mazid, A ; Salahieh, H"
2011,"Chupungco, AR ; Elazegui, DD ; Nguyen, MR"
2004,"Campbell, BL ; Nelson, RG ; Ebel, RC ; Dozier, WA ; Adrian, JL ; Hockema, BR"
2019,"Casals, J ; Rivera, A ; Sabate, J ; del Castillo, RR ; Simo, J"
2001,"Bellon, MR ; Risopoulos, J"
2007,"Agwu, EA ; Anyaeche, CL"
2002,"Snapp, SSS ; Silim, SN"
2006,"Virk ; Chakraborty, M ; Ghosh, J ; Harris, D"
2015,"Lebot, V ; Malapa, R ; Sardos, J"
2011,"Steyn, WJ ; Manning, N ; Muller, M ; Human, JP"
2005,"Montes-Hernandez, S ; Merrick, LC ; Eguiarte, LE"
2014,"Gilbert, JL ; Olmstead, JW ; Colquhoun, TA ; Levin, LA ; Clark, DG ; Moskowitz, HR"
2019,"Annicchiarico, P ; Russi, L ; Romani, M ; Pecetti, L ; Nazzicari, N"
2020,"Bairagi, S ; Demont, M ; Custodio, MC ; Ynion, J"
2023,"De Groote, H ; Ndegwa, MK ; Muriithi, N ; Munyua, B ; Collinson, S ; Olsen, MSS"
2019,"Ogunleke, AO ; Baiyegunhi, LJS"
2022,"Agapie, OL ; Vinatoru, C ; Barcanu, E ; Tanase, BE ; Gherase, I ; Dobre, G"
1998,"Brush, SB ; Meng, E"
2022,"Puska, A ; Nedeljkovic, M ; Prodanovic, R ; Vladisavljevic, R ; Suzic, R"
2014,"De Groote, H ; Gunaratna, NS ; Okuro, JO ; Wondimu, A ; Chege, CK ; Tomlins, Keith"
2023,"Bahtiar ; Arsyad, M ; Salman, D ; Azrai, M ; Tenrirawe, A ; Yasin, M ; Gaffar, A ; Sebayang, A ; Ochieng, PJ"
2021,"Predieri, S ; Gatti, E ; Cianciabella, M ; Daniele, GM ; Magli, M ; Kusch, C ; Contador, L ; Infante, R"
2021,"Aguessy, S ; Idossou, R ; Dassou, AG ; Estelle, LYL ; Yelome, OI ; Gbaguidi, A ; Agre, AP ; Dansi, A ; Agbangla, C"
2005,"Gibson, RW ; Lyimo, NG ; Temu, AEM ; Stathers, TE ; Page, WW ; Nsemwa, LTH ; Acola, G ; Lamboll, R. I."
2014,"Dugje, IY ; Odo, PE ; Teli, IA ; Kumara, A.Y. ; Asiedu, EA"
2021,"Carneiro, R ; Duncan, S ; O'Keefe, S ; Yu, DJ ; Huang, HB ; Yin, Y ; Neill, C ; Zhang, B ; Kuhar, T ; Rideout, S ; Reiter, M ; Ross, J ; Chen, PY ; Gillen, A"
2018,"Sngh, BK ; Sharma, N ; Dubey, SK ; Sharma, JP ; Sharma, A ; Sagar, VR ; Singh, K ; Kishore, N"
2011,"Basu, D ; Basu, G ; Biswas, S ; Goswami, R"
2020,"Andrade, NJP ; Monteros-Altamirano, A ; Bastidas, CGT ; Sorensen, M"
2011,"Casals, J ; Pascual, L ; Canizares, J ; Cebolla-Cornejo, J ; Casanas, F ; Nuez, F"
2020,"Martey, E. ; Goldsmith, P"
1997,"Mekbib, F ;"
2000,"Ceccarelli, S. ; Grando, S. ; Tutwiler, R ; Baha, J ; Martini, AM ; Salahieh, H ; Goodchild, A ; Michael, M"
2020,"IOP ; Jaya, R ; Ferayanti, F ; Idawanni ; Rahmah, FF ; Ardiansyah, R ; Rahmi, CH ; Yusriana"
2002,"Nissen, RJ ; Smith, LG ; Broadley, RH ; Sisson, CS"
2021,"Moyo, M ; Ssali, RTT ; Namanda, S ; Nakitto, M ; Dery, EK ; Akansake, D ; Adjebeng-Danquah, J ; Van Etten, J. ; de Sousa, K ; Lindqvist-Kreuze, H ; Carey, E ; Muzhingi, T"
2021,"Lado, J ; Rivas, F ; Moltini, AI ; Alcaire, F ; Ares, G"
2023,"Atieno, EO ; Kilwinger, FBM ; Almekinders, CJM ; Struik, PC"
2021,"Mausch, K ; Almekinders, CJM ; Hambloch, C ; McEwan, MA"
2012,"Cerda, AA ; Garcia, LY ; Ortega-Farias, S ; Ubilla, AM"
2018,"Houngue, JA ; Pita, JS ; Cacai, GHT ; Zandjanakou-Tachin, M ; Abidjo, EAE ; Ahanhanzo, C"
2007,"Ceccarelli, S. ; Grando, S. ; Baum, M"
2020,"Teferi, ET ; Kassie, GT ; Pe, ME ; Fadda, C"
2021,"Craine, EB ; Bramwell, S ; Ross, CF ; Fisk, S ; Murphy, K"
2023,"Ahomondji, S.E. ; Agoyi, E.E. ; Agbangba, C.E. ; Lokonon, B.E. ; Agbahoungba, S. ; Assogbadjo, A.E. ; Sinsin, B."
2022,"Kassa, Y. ; Ayele, T. ; Teferra, B. ; Abie, A."
2023,"Cholo, M. ; Marisennayya, S. ; Bojago, E. ; Leja, D. ; Divya, R.K."
2023,"Gesesse, C.A. ; Nigir, B. ; de Sousa, K. ; Gianfranceschi, L. ; Gallo, G.R. ; Poland, J. ; Kidane, Y.G. ; Desta, E.A. ; Fadda, C. ; PÃ¨, M.E. ; Dell'Acqua, M"
2023,"Madalla, Noel ; Swennen, R. ; Brown, A. ; Carpentier, S. ; Van den Bergh, I. ; Crichton, R. ; Marimo, P.. ; Weltzien, E... ; Massawe, C. ; Shimwela, M. ; Mbongo, D. ; Kindimba, G. ; Kubiriba, J. ; Tumuhimbise, R. ; Okurut, A.W. ; Cavicchioli, M. ; Ortiz, Rodomiro"
2023,"Syamsuri, R. ; Hanifa, A.P. ; Yuniarsih, E.T."
2022,"Kassa, Y. ; Abie, A. ; Mamo, D. ; Ayele, T."
2022,"Onugo, T.N. ; Onyeneke, R.U."
2022,"Goa, Y. ; Worku, W. ; Mohammed, H. ; Urage, E."
2022,"Basuki, R.S. ; Khaririyatun, N. ; Kirana, R. ; Thamrin, M."
2022,"Kyebalyenda, T. ; Nakanwagi, M.J. ; Sseremba, G. ; Buteme, R. ; Kabod, NP ; Odeke, V. ; Amayo, R. ; Runyararo, J.R. ; Egeru, A. ; Falk, T. ; Kizito, E.B."
2021,"Surdianto, Y. ; Sunandar, B. ; Sutrisna, N."
2021,"Osewe, M. ; Liu, A. ; Han, J."
2021,"Britwum, K. ; Demont, M."
2021,"Mehmood, K. ; Rehman, A. ; Khan, A."
2021,"Geda, S.A. ; KÃ¼hl, R."
2020,"Feyissa, T ; Megersa, H.G."
2020,"Achoja, F.O. ; Enujeke, E.C. ; Ogisi, O.D. ; Overehirha, R.T."
2019,"Chimonyo, V.G.P. ; Mutengwa, C.S. ; Chiduza, C. ; Tandzi, L.N."
2019,"Sheeba, A. ; Mohan, S. ; Banumathy, S. ; Agila, R."
2019,"Kolech, S.A. ; De Jong, W. ; Halseth, D. ; Schulz, S."
2017,"Kolech, S.A. ; Jong, W.D. ; Perry, K. ; Halseth, D. ; Mengistu, F."
2017,"Namugga, P. ; Melis, R. ; Sibiya, J. ; Barekye, A."
2018,"Kindie, Y. ; Nigusie, Z."
2016,"Vijayachandra Reddy, S. ; Kammar, S."
2017,"Thangapandian, R. ; Sumathi, P. ; Yuvaraja, A. ; Joseph, M. ; Sanjivkumar, V."
2016,"Tekalign, A. ; Derera, J. ; Sibiya, J. ; Fikre, A."
2016,"Elmyhun, M. ; Mekonen, M."
2015,"Balcha, A. ; Tigabu, R."
2014,"Assefa, T. ; Sperling, L. ; Dagne, B. ; Argaw, W. ; Girma Tessema, G. ; Beebe, S."
2015,"Gurmu, F. ; Hussein, S. ; Laing, M...."
2015,"Rahman, M.A. ; Thant, A.A. ; Win, M. ; Tun, M.S. ; Moet Moet, P. ; Thu, A.M. ; Win, K.T. ; Myint, O. ; Myint, O. ; Tuntun, Y. ; Labios, R.V. ; Casimero, M.C. ; Gregorio, GB ; Johnson, D.E. ; Singleton, G.R. ; Singh, RKK..K."
2015,"Egbadzor, K.F. ; Offei, S.K. ; Danquah, E. ; Kotey, D.A. ; Gamedoagbao, D.K. ; Dadoza, M. ; Yeboah, M. ; Ofori, K."
2013,"Adeniji, O. T. ; Aloyce, A."
2011,"Asumadu, H. ; Ewool, M.B. ; Obeng-Antwi, K."
2009,"Belay, G. ;"
2008,"Mekbib, F. ;"
2008,"Oyekanmi, A.A. ; Okeleye, K.A. ; Okonji, C.J."
2007,"McElhinny, E. ; Peralta, E. ; MazÃ³n, N. ; Danial, D ; Thiele, G.. ; Lindhout, P."
2006,"Kumara, A.Y.Y.Y.Y. ; Kureh, I. ; Menkir, A. ; Kartung, P. ; Tarfa, B. ; Amaza, P."
2004,"Lawal, B.O. ; Saka, J.O. ; Oyegbami, A. ; Akintayo, I.O."
1995,"Adesina, A.A..A. ; Seidi, S."
2021,"Hossain, Sk Mosharaf ;"
2008,"Jemison, John M., Jr. ; Sexton, Peter ; Camire, Mary Ellen"
1996,"Kumara, A.Y.Y.Y. ; Defoer, T. ; De Groote, H"
2012,"Adeniji, O. T. ; Aloyce, A."
2020,"Zamzami, Lizia ; Andrini, Anis ; Budiyati, Emi"
2011,"Rana, Rajesh K. ; Sharma, Neeraj ; Kadian, M. S. ; Bh, Girish ; Arya, S. ; Campilan, D. ; Pandey, S... ; Carli, Carlo ; Patel, N. H. ; Singh, B. P."
2021,"Dufour, D ; Hershey, C ; Hamaker, Bruce R. ; Lorenzen, Jim"
2019,"Mukankusi, Clare ; Raatz, Bodo ; Nkalubo, Stanley ; Berhanu, Fenta ; Binagwa, Papias ; Kilango, Michael ; Williams, Magdalena ; Katungi, Enid ; Chirwa, R ; Beebe, Steve"
2010,"Sinesio, Fiorellaiorella ; Cammareri, Maria ; Moneta, E ; Navez, Brigitterigitte ; Peparaio, Marina ; Causse, M.athilde ; Grandillo, Silvana"
2018,"Batlang, Utlwang ; King, Charles, Jr. ; Ngwako, Samodimo ; Nkomazana, Chipo ; Malambane, Goitseone ; Mpuisang, Thembeka ; Moroke, Thebeetsile S. ; Mashungwa, Gloria N. ; Bagwasi, Gaesejwe ; Pule-Meulenberg, Flora ; Ng'uni, Dickson ; Munkombwe, Graybill"
1980,"JACKSON M T ; HAWKES J G ; ROWE P R"
2021,"Charoenthaikij, Phantipha ; Chaovanalikit, Arusa ; Uan-On, Tanat ; Waimaleongora-ek, Pamarin"
2020,"Acevedo, Maricelis ; Pixley, Kevin ; Zinyengere, Nkulumo ; Meng, Sisi ; Tufan, H. ; Cichy, Karen ; Bizikova, Livia ; Isaacs, K ; Ghezzi-Kopel, Kate ; Porciello, Jaron"
1997,"Behera, U. K. ; Jha, K. P."
2020,"IOP ; Salmiah ; Nauli, O. ; Sihombing, L."
2006,"Jesionkowska, K ; Konopacka, Dorotaorota ; Plocharski, Witold"
2021,"Lazaro, Almudena ; Ruiz-Aceituno, Laura"
2015,"Kwak, Han Sub ; Kim, Misook ; Lee, Youngseung ; Jeong, Yoonhwa"
2019,"Varshney, Rajeev K. ; Ojiewo, Chris ; Monyo, Emmanuel"
2002,"Cliff, MA ; Sanford, Katherine ; Wismer, Wendy ; Hampson, CR"
2022,"Constantino, Leonel Vinicius ; Goncalves, Leandro S. A. ; Corte, Ligia Erpen-Dalla ; Baba, Viviane Y. ; Zeffa, Douglas M. ; Giacomin, Renata M. ; Cassia, Raul Maria ; Resende, Juliano Tadeu V."
2019,"Menezes Ayres, Ellen Mayra ; Lee, Soh Min ; Boyden, Laurie ; Guinard, Jean-Xavier"
2003,"Causse, M.. ; Buret, M. ; Robini, K. ; Verschave, P."
2011,"Gallardo, K ; Kupferman, Eugene ; Colonna, Ann"
2005,"Buijs, Jasper ; Martinet, Marianne ; de Mendiburu, Felipe ; Ghislain, Marc"
2002,"Suwansri, S. ; Meullenet, J.-F. ; Hankins, J. A. ; Griffin, K."
2013,"Jaradat, Abdullah A. ;"
2007,"Ghosh, A. ; Satya, P. ; Mukhopadhyay, P."
2018,"Adejuwon, J. O. ;"
2022,"Junior, Santino Seabra ; Casagrande, Jessica Gawski ; Toledo, Claudia Aparecida de Lima ; Ponce, Franciely da Silva ; Ferreira, Fernanda da Silva ; Zanuzo, Marcio Roggia ; Diamante, Marla Silvia ; Lima, Giuseppina Pace Pereira"
2015,"Bagheri, Asghar  ;"
2016,"Bosch, Christine ; Zeller, Manfred ; Deffner, Domenica"
2007,"Cole, Jesse ;"
2007,"Dury, Sandrine ; Meuriot, Veronique ; Fliedel, G..enevieve ; Blancher, Sandy ; Guindo, Fanta Bore ; Drame, Djibril ; Bricas, Nicolas ; Diakite, Lamissa ; Cruz, Jean-Francois"
2005,"Faye, Mbene Dieye ;"
2004,"Faye, Mbene Dieye ; Jooste, Andre ; Lowenberg-DeBoer, James ; Fulton, Joan R."
2011,"Gallardo, K ;"
2009,"Gallardo, K ; Lusk, Jayson L. ; Holcomb, Rodney B. ; Rayas-Duarte, Patricia"
2011,"Gao, Zhifeng ; House, Lisa ; Gmitter, Fred G., Jr. ; Valim, M. Filomena ; Plotto, Anne ; Baldwin, Elizabeth A."
2000,"Kim, Renee B. ; Unterschultz, James R. ; Veeman, Michele M."
2018,"Laizer, Japhet S. ; Baharanyi, Ntam R. ; Zabawa, Robert ; Kadigi, Reuben M. J."
1989,"Leonard, Robert L. ; Wadsworth, James J."
2007,"Mishili, Fulgence J. ; Fulton, Joan R. ; Shehu, Musa ; Kushwaha, Saket ; Marfo, K ; Jamal, Mustafa ; Chergna, Alpha ; Lowenberg-DeBoer, James"
2009,"Mishili, Fulgence J. ; Temu, AEM ; Fulton, Joan R. ; Lowenberg-DeBoer, James"
2011,"Otieno, Zipora ; Okello, J.J. ; Nyikal, Rose ; Mwang'ombe, AW ; Clavel, Daniele"
2010,"Park, Jaehong ; Henneberry, Shida Rastegari"
2022,"Sanusi, Mayowa S ; Akinoso, R ; Danbaba, N ; Hussein, JB"
1984,"Unnevehr, Laurian J. ;"
